,Date,Open,High,Low,Close,Adj Close,Volume
129,2022-12-07,18638.849609,18668.300781,18528.400391,18560.5,18560.5,200500
129,2023-01-06,42649.699219,42685.898438,41877.0,42188.800781,42188.800781,195100.0
130,2022-12-08,18570.849609,18625.0,18536.949219,18609.349609,18609.349609,202800
130,2023-01-09,42404.851563,42716.800781,42186.550781,42582.75,42582.75,161800.0
131,2022-12-09,18662.400391,18664.699219,18410.099609,18496.599609,18496.599609,215800
131,2023-01-10,42642.0,42674.25,41835.75,42014.75,42014.75,179300.0
132,2022-12-12,18402.150391,18521.550781,18345.699219,18497.150391,18497.150391,193900
132,2023-01-11,42071.851563,42318.0,41729.0,42232.699219,42232.699219,169800.0
133,2022-12-13,18524.400391,18617.25,18490.199219,18608.0,18608.0,187600
133,2023-01-12,42238.5,42343.5,41742.949219,42082.25,42082.25,154100.0
134,2022-12-14,18671.25,18696.099609,18632.900391,18660.300781,18660.300781,208000
134,2023-01-13,42171.25,42453.949219,41885.601563,42371.25,42371.25,205500.0
135,2022-12-15,18614.400391,18652.900391,18387.699219,18414.900391,18414.900391,183100
135,2023-01-16,42622.5,42715.648438,42066.550781,42167.550781,42167.550781,312300.0
136,2022-12-16,18319.099609,18440.949219,18255.150391,18269.0,18269.0,277700
136,2023-01-17,42241.199219,42383.800781,41861.101563,42235.050781,42235.050781,256300.0
137,2022-12-19,18288.099609,18431.650391,18244.550781,18420.449219,18420.449219,154800
137,2023-01-18,42271.800781,42555.898438,42119.648438,42458.0,42458.0,170500.0
138,2022-12-20,18340.300781,18404.900391,18202.650391,18385.300781,18385.300781,169000
138,2023-01-19,42416.300781,42506.25,42234.898438,42328.851563,42328.851563,143400.0
139,2022-12-21,18435.150391,18473.349609,18162.75,18199.099609,18199.099609,187600
139,2023-01-20,42516.050781,42709.199219,42366.148438,42506.800781,42506.800781,159100.0
140,2022-12-22,18288.800781,18318.75,18068.599609,18127.349609,18127.349609,195700
140,2023-01-23,42891.449219,43005.851563,42727.699219,42821.25,42821.25,203600.0
141,2022-12-23,17977.650391,18050.449219,17779.5,17806.800781,17806.800781,221500
141,2023-01-24,42994.449219,43078.898438,42615.648438,42733.449219,42733.449219,159500.0
142,2022-12-26,17830.400391,18084.099609,17774.25,18014.599609,18014.599609,176700
142,2023-01-25,42703.601563,42733.050781,41540.300781,41647.648438,41647.648438,244700.0
143,2022-12-27,18089.800781,18149.25,17967.449219,18132.300781,18132.300781,214300
143,2023-01-27,41382.351563,41417.898438,40148.800781,40345.300781,40345.300781,350800.0
144,2022-12-28,18084.75,18173.099609,18068.349609,18122.5,18122.5,193900
144,2023-01-30,39856.148438,40789.550781,39419.800781,40387.449219,40387.449219,369900.0
145,2022-12-29,18045.699219,18229.699219,17992.800781,18191.0,18191.0,281100
145,2023-01-31,40563.851563,40811.648438,40167.699219,40655.050781,40655.050781,289900.0
146,2022-12-30,18259.099609,18265.25,18080.300781,18105.300781,18105.300781,192000
146,2023-02-01,41115.0,42015.648438,39490.5,40513.0,40513.0,400100.0
147,2023-01-02,18131.699219,18215.150391,18086.5,18197.449219,18197.449219,256100
147,2023-02-02,39943.351563,40757.601563,39761.449219,40669.300781,40669.300781,348500.0
148,2023-01-03,18163.199219,18251.949219,18149.800781,18232.550781,18232.550781,208700
148,2023-02-03,41019.351563,41539.949219,40609.75,41499.699219,41499.699219,308800.0
149,2023-01-04,18230.650391,18243.0,18020.599609,18042.949219,18042.949219,235200
149,2023-02-06,41530.148438,41724.5,41261.199219,41374.648438,41374.648438,197800.0
150,2023-01-05,18101.949219,18120.300781,17892.599609,17992.150391,17992.150391,269900
150,2023-02-07,41513.101563,41630.75,41095.101563,41490.949219,41490.949219,171900.0
151,2023-01-06,18008.050781,18047.400391,17795.550781,17859.449219,17859.449219,238200
151,2023-02-08,41542.050781,41791.949219,41403.050781,41537.648438,41537.648438,136500.0
152,2023-01-09,17952.550781,18141.400391,17936.150391,18101.199219,18101.199219,257200
152,2023-02-09,41634.0,41634.0,41252.949219,41554.300781,41554.300781,142900.0
153,2023-01-10,18121.300781,18127.599609,17856.0,17914.150391,17914.150391,283300
153,2023-02-10,41452.398438,41678.898438,41424.898438,41559.398438,41559.398438,155000.0
154,2023-01-11,17924.25,17976.349609,17824.349609,17895.699219,17895.699219,259900
154,2023-02-13,41563.5,41662.550781,41157.898438,41282.199219,41282.199219,147000.0
155,2023-01-12,17920.849609,17945.800781,17761.650391,17858.199219,17858.199219,227800
155,2023-02-14,41410.449219,41718.0,41195.75,41648.351563,41648.351563,143100.0
156,2023-01-13,17867.5,17999.349609,17774.25,17956.599609,17956.599609,256700
156,2023-02-15,41674.601563,41795.449219,41455.601563,41731.050781,41731.050781,116300.0
157,2023-01-16,18033.150391,18049.650391,17853.650391,17894.849609,17894.849609,206200
157,2023-02-16,41925.699219,41979.101563,41521.949219,41631.351563,41631.351563,111700.0
158,2023-01-17,17922.800781,18072.050781,17886.949219,18053.300781,18053.300781,219100
158,2023-02-17,41514.0,41516.300781,40882.699219,41131.75,41131.75,138800.0
159,2023-01-18,18074.300781,18183.75,18032.449219,18165.349609,18165.349609,255800
159,2023-02-20,41221.550781,41292.601563,40580.101563,40701.699219,40701.699219,143700.0
160,2023-01-19,18119.800781,18155.199219,18063.75,18107.849609,18107.849609,237800
160,2023-02-21,40784.898438,40946.199219,40508.25,40673.601563,40673.601563,170200.0
161,2023-01-20,18115.599609,18145.449219,18016.199219,18027.650391,18027.650391,237200
161,2023-02-22,40494.148438,40529.25,39899.0,39995.898438,39995.898438,155200.0
162,2023-01-23,18118.449219,18162.599609,18063.449219,18118.550781,18118.550781,202500
162,2023-02-23,39983.699219,40147.800781,39600.25,40001.550781,40001.550781,200500.0
163,2023-01-24,18183.949219,18201.25,18078.650391,18118.300781,18118.300781,216900
163,2023-02-24,40259.101563,40348.101563,39818.898438,39909.398438,39909.398438,144600.0
164,2023-01-25,18093.349609,18100.599609,17846.150391,17891.949219,17891.949219,257200
164,2023-02-27,39820.398438,40371.449219,39745.398438,40307.101563,40307.101563,165200.0
165,2023-01-27,17877.199219,17884.75,17493.550781,17604.349609,17604.349609,476300
165,2023-02-28,40302.699219,40391.449219,40073.0,40269.050781,40269.050781,327800.0
166,2023-01-30,17541.949219,17709.150391,17405.550781,17648.949219,17648.949219,432400
166,2023-03-01,40473.851563,40725.351563,40341.949219,40698.148438,40698.148438,169800.0
167,2023-01-31,17731.449219,17735.699219,17537.550781,17662.150391,17662.150391,398300
167,2023-03-02,40604.550781,40773.25,40312.898438,40389.800781,40389.800781,149200.0
168,2023-02-01,17811.599609,17972.199219,17353.400391,17616.300781,17616.300781,512900
168,2023-03-03,40671.398438,41390.148438,40605.351563,41251.351563,41251.351563,213800.0
169,2023-02-02,17517.099609,17653.900391,17445.949219,17610.400391,17610.400391,490100
169,2023-03-06,41418.398438,41671.199219,41259.148438,41350.398438,41350.398438,180200.0
170,2023-02-03,17721.75,17870.300781,17584.199219,17854.050781,17854.050781,424100
170,2023-03-08,41178.351563,41625.351563,41100.351563,41577.101563,41577.101563,157600.0
171,2023-02-06,17818.550781,17823.699219,17698.349609,17764.599609,17764.599609,282500
171,2023-03-09,41532.648438,41659.0,41208.101563,41256.75,41256.75,119200.0
172,2023-02-07,17790.099609,17811.150391,17652.550781,17721.5,17721.5,354400
172,2023-03-10,40805.25,40839.0,40341.699219,40485.449219,40485.449219,145300.0
173,2023-02-08,17750.300781,17898.699219,17744.150391,17871.699219,17871.699219,291000
173,2023-03-13,40356.101563,40690.050781,39454.601563,39564.699219,39564.699219,174500.0
174,2023-02-09,17885.5,17916.900391,17779.800781,17893.449219,17893.449219,260900
174,2023-03-14,39522.398438,39768.5,39132.601563,39411.398438,39411.398438,205700.0
175,2023-02-10,17847.550781,17876.949219,17801.0,17856.5,17856.5,232000
175,2023-03-15,39777.898438,39914.101563,38934.648438,39051.5,39051.5,164300.0
176,2023-02-13,17859.099609,17880.699219,17719.75,17770.900391,17770.900391,231300
176,2023-03-16,39061.699219,39381.398438,38613.148438,39132.601563,39132.601563,196300.0
177,2023-02-14,17840.349609,17954.550781,17800.050781,17929.849609,17929.849609,244500
177,2023-03-17,39442.398438,39705.148438,38926.800781,39598.101563,39598.101563,173400.0
178,2023-02-15,17896.599609,18034.099609,17853.800781,18015.849609,18015.849609,229300
178,2023-03-20,39512.101563,39512.101563,38941.898438,39361.949219,39361.949219,173800.0
179,2023-02-16,18094.75,18134.75,18000.650391,18035.849609,18035.849609,230200
179,2023-03-21,39599.648438,39970.898438,39366.300781,39894.699219,39894.699219,187900.0
180,2023-02-17,17974.849609,18034.25,17884.599609,17944.199219,17944.199219,208100
180,2023-03-22,40036.0,40085.601563,39837.800781,39999.050781,39999.050781,0.0
181,2023-02-20,17965.550781,18004.349609,17818.400391,17844.599609,17844.599609,174600
181,2023-03-23,39836.148438,40201.601563,39552.5,39616.898438,39616.898438,153200.0
182,2023-02-21,17905.800781,17924.900391,17800.300781,17826.699219,17826.699219,198200
182,2023-03-24,39555.25,39767.898438,39294.898438,39395.351563,39395.351563,166100.0
183,2023-02-22,17755.349609,17772.5,17529.449219,17554.300781,17554.300781,204000
183,2023-03-27,39484.699219,39695.199219,39273.75,39431.300781,39431.300781,194200.0
184,2023-02-23,17574.650391,17620.050781,17455.400391,17511.25,17511.25,240800
184,2023-03-28,39545.050781,39645.199219,39326.101563,39567.898438,39567.898438,202300.0
185,2023-02-24,17591.349609,17599.75,17421.800781,17465.800781,17465.800781,209400
185,2023-03-29,39611.550781,40055.0,39609.550781,39910.148438,39910.148438,259600.0
186,2023-02-27,17428.599609,17451.599609,17299.0,17392.699219,17392.699219,246400
186,2023-03-31,40231.25,40690.398438,40180.199219,40608.648438,40608.648438,188000.0
187,2023-02-28,17383.25,17440.449219,17255.199219,17303.949219,17303.949219,420900
187,2023-04-03,40695.800781,40857.601563,40535.898438,40813.050781,40813.050781,167500.0
188,2023-03-01,17360.099609,17467.75,17345.25,17450.900391,17450.900391,272900
188,2023-04-05,40972.300781,41071.148438,40802.648438,40999.148438,40999.148438,177400.0
189,2023-03-02,17421.5,17445.800781,17306.0,17321.900391,17321.900391,310700
189,2023-04-06,40940.699219,41274.699219,40820.550781,41041.0,41041.0,196500.0
190,2023-03-03,17451.25,17644.75,17427.699219,17594.349609,17594.349609,356200
190,2023-04-10,41116.148438,41139.851563,40727.25,40834.648438,40834.648438,153900.0
191,2023-03-06,17680.349609,17799.949219,17671.949219,17711.449219,17711.449219,362800
191,2023-04-11,41232.0,41403.25,40990.199219,41366.5,41366.5,219200.0
192,2023-03-08,17665.75,17766.5,17602.25,17754.400391,17754.400391,267000
192,2023-04-12,41426.0,41610.148438,41332.0,41557.949219,41557.949219,143000.0
193,2023-03-09,17772.050781,17772.349609,17573.599609,17589.599609,17589.599609,262400
193,2023-04-13,41680.101563,42196.199219,41502.648438,42132.550781,42132.550781,232600.0
194,2023-03-10,17443.800781,17451.5,17324.349609,17412.900391,17412.900391,235900
194,2023-04-17,42603.550781,42603.550781,41799.0,42262.550781,42262.550781,229100.0
195,2023-03-13,17421.900391,17529.900391,17113.449219,17154.300781,17154.300781,254900
195,2023-04-18,42406.949219,42500.699219,42114.351563,42265.199219,42265.199219,214200.0
196,2023-03-14,17160.550781,17224.650391,16987.099609,17043.300781,17043.300781,290600
196,2023-04-19,42280.101563,42339.898438,42022.148438,42154.0,42154.0,170000.0
197,2023-03-15,17166.449219,17211.349609,16938.900391,16972.150391,16972.150391,248200
197,2023-04-20,42218.5,42378.148438,42108.851563,42269.5,42269.5,180200.0
198,2023-03-16,16994.650391,17062.449219,16850.150391,16985.599609,16985.599609,349800
198,2023-04-21,42252.550781,42382.148438,41962.351563,42118.0,42118.0,144100.0
199,2023-03-17,17111.800781,17145.800781,16958.150391,17100.050781,17100.050781,408100
199,2023-04-24,42469.949219,42714.148438,42269.101563,42635.75,42635.75,201000.0
200,2023-03-20,17066.599609,17066.599609,16828.349609,16988.400391,16988.400391,241800
200,2023-04-25,42731.601563,42865.550781,42601.5,42678.5,42678.5,262400.0
201,2023-03-21,17060.400391,17127.699219,17016.0,17107.5,17107.5,246700
201,2023-04-26,42559.050781,42875.601563,42432.25,42829.898438,42829.898438,178000.0
202,2023-03-22,17177.449219,17207.25,17107.849609,17151.900391,17151.900391,0
202,2023-04-27,42753.898438,43043.398438,42736.601563,43000.851563,43000.851563,181400.0
203,2023-03-23,17097.400391,17205.400391,17045.300781,17076.900391,17076.900391,219200
203,2023-04-28,43045.5,43302.050781,42810.351563,43233.898438,43233.898438,238700.0
204,2023-03-24,17076.199219,17109.449219,16917.349609,16945.050781,16945.050781,228000
204,2023-05-02,43395.050781,43483.851563,43269.398438,43352.101563,43352.101563,241600.0
205,2023-03-27,16984.300781,17091.0,16918.550781,16985.699219,16985.699219,218400
205,2023-05-03,43154.851563,43354.949219,43078.148438,43312.699219,43312.699219,175900.0
206,2023-03-28,17031.75,17061.75,16913.75,16951.699219,16951.699219,238800
206,2023-05-04,43236.101563,43739.800781,43213.949219,43685.449219,43685.449219,175400.0
207,2023-03-29,16977.300781,17126.150391,16940.599609,17080.699219,17080.699219,345900
207,2023-05-05,43110.648438,43588.0,42582.199219,42661.199219,42661.199219,251200.0
208,2023-03-31,17210.349609,17381.599609,17204.650391,17359.75,17359.75,263900
208,2023-05-08,42796.851563,43418.550781,42780.300781,43284.0,43284.0,223400.0
209,2023-04-03,17427.949219,17428.050781,17312.75,17398.050781,17398.050781,230200
209,2023-05-09,43438.550781,43533.25,43125.851563,43198.148438,43198.148438,229000.0
210,2023-04-05,17422.300781,17570.550781,17402.699219,17557.050781,17557.050781,248300
210,2023-05-10,43275.25,43383.648438,42822.148438,43331.050781,43331.050781,249100.0
211,2023-04-06,17533.849609,17638.699219,17502.849609,17599.150391,17599.150391,242700
211,2023-05-11,43535.101563,43774.25,43367.25,43475.300781,43475.300781,190700.0
212,2023-04-10,17634.900391,17694.099609,17597.949219,17624.050781,17624.050781,254800
212,2023-05-12,43447.148438,43905.949219,43347.75,43793.550781,43793.550781,144900.0
213,2023-04-11,17704.800781,17748.75,17655.150391,17722.300781,17722.300781,304300
213,2023-05-15,43821.050781,44151.699219,43666.601563,44072.101563,44072.101563,161300.0
214,2023-04-12,17759.550781,17825.75,17717.25,17812.400391,17812.400391,232800
214,2023-05-16,44144.148438,44144.148438,43815.699219,43903.699219,43903.699219,222500.0
215,2023-04-13,17807.300781,17842.150391,17729.650391,17828.0,17828.0,285800
215,2023-05-17,43948.5,43992.75,43446.398438,43698.699219,43698.699219,203600.0
216,2023-04-17,17863.0,17863.0,17574.050781,17706.849609,17706.849609,357400
216,2023-05-18,44006.898438,44079.199219,43673.699219,43752.300781,43752.300781,226500.0
217,2023-04-18,17766.599609,17766.599609,17610.199219,17660.150391,17660.150391,258900
217,2023-05-19,43930.0,44020.898438,43531.898438,43969.398438,43969.398438,192000.0
218,2023-04-19,17653.349609,17666.150391,17579.849609,17618.75,17618.75,281500
218,2023-05-22,43935.300781,44026.75,43684.898438,43885.101563,43885.101563,183800.0
219,2023-04-20,17638.599609,17684.449219,17584.349609,17624.449219,17624.449219,215100
219,2023-05-23,43978.898438,44095.25,43852.199219,43954.449219,43954.449219,142000.0
220,2023-04-21,17639.75,17663.199219,17553.949219,17624.050781,17624.050781,230200
220,2023-05-24,43751.949219,44010.449219,43639.800781,43677.851563,43677.851563,148600.0
221,2023-04-24,17707.550781,17754.5,17612.5,17743.400391,17743.400391,255700
221,2023-05-25,43630.25,43719.851563,43390.300781,43681.398438,43681.398438,170200.0
222,2023-04-25,17761.550781,17807.449219,17716.849609,17769.25,17769.25,297400
222,2023-05-26,43765.351563,44067.601563,43588.800781,44018.0,44018.0,143200.0
223,2023-04-26,17767.300781,17827.75,17711.199219,17813.599609,17813.599609,233000
223,2023-05-29,44276.800781,44483.351563,44193.949219,44311.898438,44311.898438,148600.0
224,2023-04-27,17813.099609,17931.599609,17797.900391,17915.050781,17915.050781,241400
224,2023-05-30,44277.351563,44498.601563,44207.5,44436.351563,44436.351563,157600.0
225,2023-04-28,17950.400391,18089.150391,17885.300781,18065.0,18065.0,290300
225,2023-05-31,44318.0,44339.050781,43822.699219,44128.148438,44128.148438,305700.0
226,2023-05-02,18124.800781,18180.25,18101.75,18147.650391,18147.650391,265200
226,2023-06-01,44172.050781,44179.949219,43706.148438,43790.199219,43790.199219,182900.0
227,2023-05-03,18113.800781,18116.349609,18042.400391,18089.849609,18089.849609,226200
227,2023-06-02,43997.300781,44088.898438,43812.550781,43937.851563,43937.851563,123900.0
228,2023-05-04,18081.0,18267.449219,18066.699219,18255.800781,18255.800781,226600
228,2023-06-05,44103.25,44266.148438,44074.199219,44101.648438,44101.648438,124500.0
229,2023-05-05,18117.300781,18216.949219,18055.449219,18069.0,18069.0,239700
229,2023-06-06,44156.699219,44236.199219,44009.699219,44164.550781,44164.550781,123600.0
230,2023-05-08,18120.599609,18286.949219,18100.300781,18264.400391,18264.400391,228400
230,2023-06-07,44318.699219,44346.300781,44143.5,44275.300781,44275.300781,119200.0
231,2023-05-09,18303.400391,18344.199219,18229.650391,18265.949219,18265.949219,245400
231,2023-06-08,44208.300781,44459.25,43917.898438,43995.25,43995.25,160200.0
232,2023-05-10,18313.599609,18326.75,18211.949219,18315.099609,18315.099609,220500
232,2023-06-09,44045.75,44220.101563,43932.601563,43989.0,43989.0,132300.0
233,2023-05-11,18357.800781,18389.699219,18270.400391,18297.0,18297.0,248900
233,2023-06-12,44035.199219,44124.949219,43874.050781,43944.199219,43944.199219,91400.0
234,2023-05-12,18273.75,18342.75,18194.550781,18314.800781,18314.800781,241700
234,2023-06-13,43889.699219,44138.148438,43889.699219,44079.851563,44079.851563,160000.0
235,2023-05-15,18339.300781,18458.900391,18287.900391,18398.849609,18398.849609,216100
235,2023-06-14,44181.648438,44212.351563,43956.148438,43988.0,43988.0,154600.0
236,2023-05-16,18432.349609,18432.349609,18264.349609,18286.5,18286.5,219500
236,2023-06-15,44054.351563,44077.449219,43397.5,43443.601563,43443.601563,228200.0
237,2023-05-17,18300.449219,18309.0,18115.349609,18181.75,18181.75,229900
237,2023-06-16,43583.351563,44083.25,43536.949219,43938.148438,43938.148438,234700.0
238,2023-05-18,18287.5,18297.199219,18104.849609,18129.949219,18129.949219,272100
238,2023-06-19,44015.300781,44040.351563,43501.398438,43633.75,43633.75,234900.0
239,2023-05-19,18186.150391,18218.099609,18060.400391,18203.400391,18203.400391,260900
239,2023-06-20,43597.550781,43823.949219,43345.949219,43766.5,43766.5,161900.0
240,2023-05-22,18201.099609,18335.25,18178.849609,18314.400391,18314.400391,262600
240,2023-06-21,43894.398438,43946.699219,43698.949219,43859.199219,43859.199219,180000.0
241,2023-05-23,18362.900391,18419.75,18324.199219,18348.0,18348.0,270400
241,2023-06-22,43874.800781,44042.148438,43663.351563,43724.851563,43724.851563,263800.0
242,2023-05-24,18294.800781,18392.599609,18262.949219,18285.400391,18285.400391,232600
242,2023-06-23,43641.601563,43824.101563,43519.550781,43622.898438,43622.898438,161300.0
243,2023-05-25,18268.900391,18338.099609,18202.400391,18321.150391,18321.150391,235900
243,2023-06-26,43714.75,43773.101563,43541.75,43641.050781,43641.050781,120700.0
244,2023-05-26,18368.349609,18508.550781,18333.150391,18499.349609,18499.349609,198700
244,2023-06-27,43804.550781,44194.648438,43693.148438,44121.5,44121.5,137300.0
245,2023-05-29,18619.150391,18641.199219,18581.25,18598.650391,18598.650391,265300
245,2023-06-28,44419.5,44508.398438,44163.199219,44327.800781,44327.800781,243800.0
246,2023-05-30,18606.650391,18662.449219,18575.5,18633.849609,18633.849609,234400
246,2023-06-30,44666.0,44787.101563,44447.199219,44747.351563,44747.351563,191300.0
247,2023-05-31,18594.199219,18603.900391,18483.849609,18534.400391,18534.400391,696500
248,2023-06-01,18579.400391,18580.300781,18464.550781,18487.75,18487.75,265600
249,2023-06-02,18550.849609,18573.699219,18478.400391,18534.099609,18534.099609,270900
250,2023-06-05,18612.0,18640.150391,18582.800781,18593.849609,18593.849609,256100
251,2023-06-06,18600.800781,18622.75,18531.599609,18599.0,18599.0,220800
252,2023-06-07,18665.599609,18738.949219,18636.0,18726.400391,18726.400391,260100
253,2023-06-08,18725.349609,18777.900391,18615.599609,18634.550781,18634.550781,286500
254,2023-06-09,18655.900391,18676.650391,18555.400391,18563.400391,18563.400391,221800
255,2023-06-12,18595.050781,18633.599609,18559.75,18601.5,18601.5,179500
256,2023-06-13,18631.800781,18728.900391,18631.800781,18716.150391,18716.150391,233200
257,2023-06-14,18744.599609,18769.699219,18690.0,18755.900391,18755.900391,261400
258,2023-06-15,18774.449219,18794.099609,18669.050781,18688.099609,18688.099609,263000
259,2023-06-16,18723.300781,18864.699219,18710.5,18826.0,18826.0,272800
260,2023-06-19,18873.300781,18881.449219,18719.150391,18755.449219,18755.449219,219800
261,2023-06-20,18752.349609,18839.699219,18660.650391,18816.699219,18816.699219,211600
262,2023-06-21,18849.400391,18875.900391,18794.849609,18856.849609,18856.849609,217500
263,2023-06-22,18853.599609,18886.599609,18759.5,18771.25,18771.25,252700
264,2023-06-23,18741.849609,18756.400391,18647.099609,18665.5,18665.5,210600
265,2023-06-26,18682.349609,18722.050781,18646.699219,18691.199219,18691.199219,171300
266,2023-06-27,18748.550781,18829.25,18714.25,18817.400391,18817.400391,222500
267,2023-06-28,18908.150391,19011.25,18861.349609,18972.099609,18972.099609,398800
268,2023-06-30,19076.849609,19201.699219,19024.599609,19189.050781,19189.050781,247900
